category,rank,scene_id,building_id,dataset_version,description_model,free_min_x,free_min_y,free_min_z,free_centroid_x,free_centroid_y,free_centroid_z,free_voxel_count,free_bbox_volume,free_occupancy_density,free_centroid_distance,free_absolute_iou,free_translation_aligned_iou,free_bbox_dimension_mae,free_alignment_shift_x,free_alignment_shift_y,free_alignment_shift_z,free_alignment_shift_magnitude,free_normalized_add_cost,free_normalized_delete_cost,free_normalized_replace_cost,free_total_normalized_repair_cost,free_action_count,structured_min_x,structured_min_y,structured_min_z,structured_centroid_x,structured_centroid_y,structured_centroid_z,structured_voxel_count,structured_bbox_volume,structured_occupancy_density,structured_centroid_distance,structured_absolute_iou,structured_translation_aligned_iou,structured_bbox_dimension_mae,structured_alignment_shift_x,structured_alignment_shift_y,structured_alignment_shift_z,structured_alignment_shift_magnitude,structured_normalized_add_cost,structured_normalized_delete_cost,structured_normalized_replace_cost,structured_total_normalized_repair_cost,structured_action_count,delta_absolute_iou,delta_translation_aligned_iou,delta_bbox_dimension_mae,delta_centroid_distance,delta_alignment_shift_magnitude,delta_voxel_count,delta_bbox_volume,delta_occupancy_density,free_voxel_count_ratio,structured_voxel_count_ratio,delta_voxel_count_ratio,delta_shift_l1,delta_shift_l2,gt_min_x,gt_min_y,gt_min_z,gt_centroid_x,gt_centroid_y,gt_centroid_z,gt_voxel_count,gt_bbox_volume,gt_occupancy_density,free_position_grounding_loss,free_residual_intrinsic_geometry_error,structured_position_grounding_loss,structured_residual_intrinsic_geometry_error,delta_position_grounding_loss,delta_residual_intrinsic_geometry_error
bbox_improved_absolute_worse,11,v4:building_028,building_028,v4,gemini,0,0,0,17.08018292682927,10.471951219512196,16.697865853658538,13120,25725,0.5100097181729835,1.8805712134729022,0.1612961188308577,0.2245168624478969,6.333333333333333,-1,4,0,4.123105625617661,0.4329239113096187,1.5257616844791833,0.3514117084064444,2.3100973041952466,27,-17,0,-17,-0.4152019632552895,7.657756848179346,0.0,15077,29400,0.5128231292517007,22.500239192215073,0.0447848857128872,0.3117433786025932,5.333333333333333,15,4,15,21.587033144922906,0.1907800287127133,1.595788802041793,0.3967139894720051,2.1832828202265118,31,-0.11651123311797051,0.08722651615469632,-1.0,20.61966797874217,17.463927519305244,1957,3675,0.002813411078717243,2.0928377731695647,2.4050087733290795,0.3121710001595148,31,21.93171219946131,-4,3,-4,15.968416015313448,10.340883713510927,15.18679215185835,6269,45630,0.1373876835415297,0.0632207436170392,0.7754831375521031,0.266958492889706,0.6882566213974068,0.20373774927266683,-0.08722651615469623
bbox_improved_absolute_worse,12,v4:building_011,building_011,v4,gemini,0,0,-8,17.320875881671753,11.387514475207917,11.45115275292136,18998,42735,0.44455364455364454,2.7721545441482536,0.162301148651896,0.1987112763320941,7.333333333333333,-1,3,-1,3.3166247903554,0.2269571924411878,2.8902815271885847,0.216158889317393,3.3333976089471653,35,-30,0,-13,-0.5077805907172995,13.677063291139241,0.0,29625,48951,0.6051970337684623,20.728255599656897,0.052932458183358,0.1535606587798654,4.666666666666667,18,3,10,20.808652046684813,0.1064404165059776,4.81893559583494,0.4843810258387968,5.409757038179714,35,-0.10936869046853799,-0.04515061755222868,-2.666666666666666,17.956101055508643,17.492027256329415,10627,6216,0.1606433892148178,3.6633243347473967,5.712495179328963,2.049170844581566,30,21.95449840010015,-3,3,-4,18.137099884303897,12.236984188198997,8.941766293868106,5186,45849,0.11311042770834696,0.03641012768019811,0.8012887236679059,0.10062820059650741,0.8464393412201345,0.06421807291630931,0.0451506175522286
bbox_improved_absolute_worse,13,v1:building_064,building_064,v1,openai,0,4,0,4.0,4.0,8.0,153,153,1.0,4.8057284710399,0.1321762349799733,0.1474966170500676,6.333333333333333,0,0,-2,2.0,0.8431654676258993,0.0633093525179856,0.1568345323741007,1.0633093525179855,14,0,0,0,4.0,1.1167883211678833,8.0,411,612,0.6715686274509803,6.270166519522349,0.0250231696014828,0.2207505518763796,5.333333333333333,0,3,-3,4.242640687119285,0.7122302158273381,0.3035971223021583,0.0575539568345323,1.073381294964029,10,-0.10715306537849051,0.07325393482631198,-1.0,1.4644380484824495,2.2426406871192848,258,459,-0.32843137254901966,0.22014388489208633,0.5913669064748202,0.3712230215827338,4,3.1622776601683795,-2,3,-2,7.0,5.3712230215827335,4.5050359712230215,695,1862,0.3732545649838883,0.015320382070094313,0.8525033829499324,0.1957273822748968,0.7792494481236204,0.1804070002048025,-0.07325393482631204
bbox_improved_absolute_worse,14,v1:building_059,building_059,v1,claude,0,0,0,4.5,4.01025641025641,4.546153846153846,780,1200,0.65,2.7523527079658336,0.2208494208494208,0.3175,5.666666666666667,0,3,1,3.1622776601683795,0.5243445692883895,0.49812734082397,0.4756554307116105,1.49812734082397,24,-1,-1,-1,4.5,1.20625,4.5,640,1152,0.5555555555555556,5.0759956179929215,0.1144624903325599,0.3895853423336547,3.0,1,4,1,4.242640687119285,0.4956304619225967,0.2946317103620474,0.4344569288389513,1.2247191011235956,27,-0.1063869305168609,0.07208534233365471,-2.666666666666667,2.323642910027088,1.0803630269509052,-140,-48,-0.09444444444444444,0.9737827715355806,0.7990012484394506,-0.17478152309612993,2,1.4142135623730951,-2,3,-2,6.500624219725343,5.84394506866417,5.004993757802747,801,2160,0.37083333333333335,0.0966505791505792,0.6825,0.2751228520010948,0.6104146576663453,0.17847227285051562,-0.07208534233365471
bbox_improved_absolute_worse,15,v4:building_083,building_083,v4,gemini,-1,0,0,13.420806472001011,6.215901908734673,12.197572999620782,7911,17820,0.44393939393939397,7.301978721740761,0.1420872865275142,0.3722754217966256,8.0,0,7,6,9.219544457292889,0.4279708520179372,0.5365751121076233,0.5525504484304933,1.5170964125560538,30,-15,0,-15,-0.5048312375909993,5.549834546657842,-0.47663798808735935,7555,18259,0.41376855249466016,24.490402706268952,0.036914172783738,0.3984769157544026,7.333333333333333,12,4,18,22.0,0.4133968609865471,0.4721132286995516,0.5529708520179372,1.4384809417040358,26,-0.1051731137437762,0.02620149395777699,-0.666666666666667,17.188423984528193,12.780455542707111,-356,439,-0.03017084144473381,1.1086042600896862,1.0587163677130045,-0.049887892376681675,27,17.233687939614086,-3,3,-3,15.09164798206278,10.744114349775785,17.676849775784753,7136,36708,0.1943990410809633,0.2301881352691114,0.6277245782033745,0.3615627429706646,0.6015230842455974,0.1313746077015532,-0.026201493957777044
bbox_improved_absolute_worse,16,v4:building_007,building_007,v4,openai,0,-1,-1,11.488393686165274,9.837975858867225,6.344475394614671,6462,8280,0.7804347826086957,5.202382361705763,0.1277299138449208,0.1855713533438651,12.666666666666666,-3,4,6,7.810249675906654,0.632533889468196,0.9801876955161628,0.2440041710114703,1.856725755995829,36,-2,-1,-2,11.5,6.854330708661418,7.480314960629921,2032,12376,0.16418875242404654,6.24998269854766,0.023998800059997,0.0793675889328063,9.666666666666666,-3,8,2,8.774964387392123,0.8953076120959332,0.319082377476538,0.0905109489051095,1.3049009384775807,34,-0.1037311137849238,-0.1062037644110588,-3.0,1.0476003368418967,0.9647147114854686,-4430,4096,-0.6162460301846492,1.3476538060479666,0.4237747653806048,-0.9238790406673618,8,5.656854249492381,-4,3,-4,14.51866527632951,11.6133472367049,10.182481751824817,4795,35424,0.13536020776874436,0.0578414394989443,0.8144286466561349,0.05536878887280929,0.9206324110671937,-0.002472650626135005,0.10620376441105883
bbox_improved_absolute_worse,17,v1:building_013,building_013,v1,openai,-1,0,-1,5.0,2.300796812749004,3.0,502,702,0.7150997150997151,3.7379934979592933,0.1722391084093211,0.3516355140186916,3.6666666666666665,0,3,3,4.242640687119285,0.5404580152671755,0.3068702290076336,0.3419847328244275,1.1893129770992366,16,-7,0,-5,0.0,2.0356612184249627,0.0,673,990,0.6797979797979798,8.585630547564724,0.0701047542304593,0.371900826446281,2.333333333333333,6,3,5,8.366600265340756,0.4503816793893129,0.4778625954198473,0.3694656488549618,1.297709923664122,15,-0.10213435417886181,0.020265312427589388,-1.3333333333333335,4.8476370496054315,4.123959578221471,171,288,-0.035301735301735304,0.766412213740458,1.0274809160305343,0.2610687022900763,8,6.324555320336759,-2,3,-2,6.5007633587786255,5.37557251908397,4.5053435114503815,655,1764,0.3713151927437642,0.17939640560937048,0.6483644859813085,0.30179607221582166,0.628099173553719,0.12239966660645119,-0.020265312427589444
bbox_improved_absolute_worse,18,v1:building_052,building_052,v1,gemini,0,0,0,7.5,3.648268398268398,9.0,1848,2432,0.7598684210526315,3.4761191248308814,0.1753472222222222,0.3313667649950835,2.0,0,3,-3,4.242640687119285,0.2162790697674418,1.3651162790697675,0.2732558139534883,1.8546511627906976,30,-9,0,-10,-0.5,3.5,-0.1724137931034483,2784,2880,0.9666666666666667,9.890042874614618,0.0752434346414871,0.3009639414494823,1.6666666666666667,7,2,5,8.831760866327848,0.0197674418604651,2.2569767441860464,0.7267441860465116,3.0034883720930234,13,-0.10010378758073511,-0.0304028235456012,-0.33333333333333326,6.413923749783737,4.589120179208563,936,448,0.20679824561403515,2.1488372093023256,3.2372093023255815,1.0883720930232559,16,10.677078252031311,-2,3,-2,7.0,5.341860465116279,6.005813953488372,860,2261,0.3803626713843432,0.15601954277286129,0.6686332350049164,0.2257205068079952,0.6990360585505178,0.06970096403513393,0.03040282354560131
bbox_improved_absolute_worse,19,v1:building_000,building_000,v1,claude,-1,0,-1,4.5,5.158385093167702,4.5,1288,1728,0.7453703703703703,4.91522381951501,0.1653290529695024,0.3260273972602739,5.0,3,3,3,5.196152422706632,0.5581683168316832,0.3551980198019802,0.4294554455445544,1.3428217821782178,16,-6,0,-6,0.0,5.017968210089841,0.0,1447,2535,0.5708086785009862,10.515673506149316,0.0668756530825496,0.3248269896193771,4.666666666666667,5,3,7,9.1104335791443,0.5352722772277227,0.4306930693069307,0.3650990099009901,1.3310643564356437,18,-0.0984533998869528,-0.0012004076408967945,-0.33333333333333304,5.600449686634306,3.914281156437667,159,807,-0.1745616918693842,0.7970297029702971,0.8954207920792079,0.09839108910891081,6,4.47213595499958,-2,3,-2,8.0,8.264851485148515,6.0030940594059405,1616,4641,0.34820081878905407,0.1606983442907715,0.6739726027397261,0.2579513365368275,0.6751730103806228,0.09725299224605599,0.0012004076408966835
bbox_improved_absolute_worse,20,v1:building_063,building_063,v1,openai,0,0,0,5.515606936416185,4.050867052023121,4.5040462427745664,865,1080,0.8009259259259259,3.6180909715550995,0.1763327475102519,0.2341733251382913,5.0,3,4,4,6.4031242374328485,0.6666666666666666,0.4234470691163604,0.2834645669291338,1.373578302712161,17,-7,0,-6,0.0,4.6951135581555405,0.0,1453,1950,0.7451282051282051,9.194836508794326,0.0794178794178794,0.3541992696922274,2.6666666666666665,6,3,7,9.69535971483266,0.4059492563429571,0.6771653543307087,0.5275590551181102,1.610673665791776,12,-0.09691486809237251,0.12002594455393611,-2.3333333333333335,5.576745537239226,3.292235477399812,588,870,-0.05579772079772083,0.7567804024496938,1.2712160979877516,0.5144356955380578,7,4.358898943540674,-2,3,-2,6.500437445319335,7.192475940507436,6.004374453193351,1143,3366,0.339572192513369,0.0578405776280394,0.7658266748617086,0.274781390274348,0.6458007303077726,0.2169408126463086,-0.120025944553936
aligned_better_absolute_worse,1,v1:building_070,building_070,v1,claude,-1,0,-1,5.5,3.705521472392638,5.5,1304,1764,0.7392290249433107,4.284703548209008,0.2347282347282347,0.3130434782608696,3.6666666666666665,0,3,0,3.0,0.5154394299287411,0.547901821060966,0.2430720506730007,1.3064133016627075,54,-6,0,-6,-0.5,4.471264367816092,-0.5517241379310345,1218,1440,0.8458333333333333,10.783429203207124,0.0602564102564102,0.314785373608903,4.666666666666667,5,3,6,8.366600265340756,0.5296912114014252,0.4940617577197149,0.2652414885193982,1.2889944576405383,35,-0.1744718244718245,0.0017418953480334287,1.0000000000000004,6.498725654998116,5.366600265340756,-86,-324,0.10660430839002266,1.0324623911322248,0.9643705463182898,-0.06809184481393504,11,7.810249675906654,-2,3,-2,8.0,7.185273159144893,5.503562945368171,1263,3696,0.3417207792207792,0.07831524353263489,0.6869565217391305,0.2545289633524928,0.685214626391097,0.17621371981985792,-0.0017418953480334842
aligned_better_absolute_worse,2,v1:building_044,building_044,v1,claude,0,0,0,6.5,4.0,6.5,1428,1764,0.8095238095238095,3.459127872702454,0.204824202780049,0.2669819432502149,4.666666666666667,-1,4,3,5.0990195135927845,0.5911784068466096,0.5312705727452272,0.2646477946017117,1.3870967741935485,26,-7,0,-7,0.0,4.515352697095436,0.0,1205,2250,0.5355555555555556,10.933380527846571,0.0424799081515499,0.3785425101214575,3.6666666666666665,6,3,9,11.224972160321824,0.5075707702435813,0.3008558262014483,0.3785385121790652,1.1869651086240949,28,-0.16234429462849911,0.1115605668712426,-1.0000000000000004,7.4742526551441175,6.12595264672904,-223,486,-0.27396825396825397,0.9400921658986175,0.793285055957867,-0.14680710994075052,14,9.273618495495704,-2,3,-2,7.500329163923634,7.1553653719552335,7.504279131007242,1519,4400,0.3452272727272727,0.062157740470165895,0.733018056749785,0.3360626019699076,0.6214574898785425,0.2739048614997417,-0.1115605668712425
aligned_better_absolute_worse,3,v4:building_056,building_056,v4,gemini,-2,0,-2,17.0,9.79651679402879,12.0,16881,22620,0.7462864721485412,3.3667892512276283,0.2243505190112978,0.2415096534077692,1.3333333333333333,0,4,-2,4.47213595499958,0.0705013428827215,2.84870188003581,0.3498209489704565,3.2690241718889883,20,-17,0,-14,0.0,9.820955147993462,0.0,16521,25375,0.6510738916256158,18.9631234775883,0.0674363016833646,0.250834326579261,2.333333333333333,16,3,10,19.1049731745428,0.0579677708146821,2.755595344673232,0.8410922112802148,3.654655326768129,38,-0.1569142173279332,0.009324673171491826,0.9999999999999998,15.596334226360673,14.63283721954322,-360,2755,-0.09521258052292536,3.7782005371530887,3.69762757385855,-0.08057296329453889,29,20.024984394500787,-3,3,-4,16.155998209489706,12.075201432408237,9.66965085049239,4468,26680,0.1674662668665667,0.017159134396471404,0.7584903465922308,0.1833980248958964,0.749165673420739,0.166238890499425,-0.00932467317149177
aligned_better_absolute_worse,4,v1:building_096,building_096,v1,claude,-1,0,-1,5.5,2.322834645669291,3.5,508,700,0.7257142857142858,5.452642741715294,0.155863073561544,0.2004538577912254,5.333333333333333,0,2,7,7.280109889280518,0.7544022242817423,0.2252085264133456,0.2381835032437442,1.2177942539388322,11,-9,-4,-7,-0.5,-1.0950226244343892,-0.5678733031674208,884,1512,0.5846560846560847,12.554136609823242,0.0,0.3426812585499316,3.0,6,7,11,14.352700094407323,0.535681186283596,0.3549582947173308,0.4411492122335496,1.3317886932344765,10,-0.155863073561544,0.14222740075870619,-2.333333333333333,7.101493868107949,7.072590205126805,376,812,-0.1410582010582011,0.47080630213160335,0.8192771084337349,0.34847080630213156,15,8.774964387392123,-2,3,-2,6.0,5.9879518072289155,7.506024096385542,1079,2720,0.3966911764705882,0.04459078422968141,0.7995461422087746,0.3426812585499316,0.6573187414500684,0.29809047432025015,-0.1422274007587062
aligned_better_absolute_worse,5,v4:building_003,building_003,v4,gemini,0,0,0,12.0,6.124985835694051,12.99886685552408,8825,10800,0.8171296296296297,5.0863097711120515,0.2025631216526396,0.2287696667643897,7.0,-2,3,-3,4.69041575982343,0.3755668178180848,1.72952787409976,0.5425446785809549,2.6476393704987995,32,-12,0,-13,0.0,4.7238450074515645,-0.15201192250372578,6710,8775,0.7646723646723647,18.353641591381187,0.0586032388663967,0.2590586252558083,8.0,17,4,10,20.12461179749811,0.4259802614030408,1.2157908775673514,0.5076020272072552,2.1493731661776474,28,-0.1439598827862429,0.030288958491418605,1.0,13.267331820269135,15.434196037674678,-2115,-2025,-0.05245726495726499,2.3539610562816753,1.7898106161643106,-0.5641504401173647,33,23.043437243605826,-4,3,-4,14.673512936783142,9.178180848226194,9.932782075220059,3749,23940,0.15659983291562238,0.026206545111750107,0.7712303332356103,0.2004553863894116,0.7409413747441917,0.1742488412776615,-0.03028895849141855
aligned_better_absolute_worse,6,v1:building_007,building_007,v1,claude,0,-2,-1,5.5,1.3818181818181818,8.5,1320,1680,0.7857142857142857,4.523937376795046,0.1979062811565304,0.2857142857142857,2.6666666666666665,0,5,0,5.0,0.5069252077562327,0.7257617728531855,0.2908587257617728,1.5235457063711912,23,-6,-2,-10,0.0,0.4576271186440678,0.0,767,1911,0.4013605442176871,11.670421183994579,0.0559360730593607,0.3405797101449275,2.6666666666666665,6,5,6,9.848857801796104,0.5660203139427517,0.2742382271468144,0.4339796860572484,1.2742382271468145,21,-0.1419702080971697,0.054865424430641796,0.0,7.146483807199533,4.848857801796104,-553,231,-0.3843537414965986,1.2188365650969528,0.7082179132040628,-0.51061865189289,12,8.48528137423857,-2,3,-2,7.500461680517082,5.315789473684211,7.506001846722068,1083,2800,0.3867857142857143,0.08780800455775531,0.7142857142857143,0.2846436370855668,0.6594202898550725,0.19683563252781147,-0.054865424430641796
