added,description_model,omitted,role_changes,scene_id,status
[],gemini,[],0,v1:building_026,consistent
[],openai,[],0,v1:building_027,consistent
[],claude,[],0,v1:building_027,consistent
[],gemini,[],0,v1:building_027,consistent
[],openai,[],0,v1:building_028,consistent
[],claude,[],0,v1:building_028,consistent
[],gemini,[],0,v1:building_028,consistent
[],openai,[],0,v1:building_029,consistent
[],claude,[],0,v1:building_029,consistent
[],gemini,[],0,v1:building_029,consistent
[],openai,[],0,v1:building_030,consistent
[],claude,[],0,v1:building_030,consistent
[],gemini,[],0,v1:building_030,consistent
[],openai,[],0,v1:building_031,consistent
[],claude,[],0,v1:building_031,consistent
[],gemini,[],0,v1:building_031,consistent
[],openai,[],0,v1:building_032,consistent
[],claude,[],0,v1:building_032,consistent
[],gemini,[],0,v1:building_032,consistent
[],openai,[],0,v1:building_033,consistent
[],claude,[],0,v1:building_033,consistent
[],gemini,[],0,v1:building_033,consistent
[],openai,[],0,v1:building_034,consistent
[],claude,[],0,v1:building_034,consistent
[],gemini,[],0,v1:building_034,consistent
[],openai,[],0,v1:building_035,consistent
[],claude,[],0,v1:building_035,consistent
[],gemini,[],0,v1:building_035,consistent
[],openai,[],0,v1:building_036,consistent
[],claude,[],0,v1:building_036,consistent
[],gemini,[],0,v1:building_036,consistent
[],openai,[],0,v1:building_037,consistent
[],claude,[],0,v1:building_037,consistent
[],gemini,[],0,v1:building_037,consistent
[],openai,[],0,v1:building_038,consistent
[],claude,[],0,v1:building_038,consistent
[],gemini,[],0,v1:building_038,consistent
[],openai,[],0,v1:building_039,consistent
[],claude,[],0,v1:building_039,consistent
[],gemini,[],0,v1:building_039,consistent
[],openai,[],0,v1:building_040,consistent
[],claude,[],0,v1:building_040,consistent
[],gemini,[],0,v1:building_040,consistent
[],openai,[],0,v1:building_041,consistent
[],claude,[],0,v1:building_041,consistent
[],gemini,[],0,v1:building_041,consistent
[],openai,[],0,v1:building_042,consistent
[],claude,[],0,v1:building_042,consistent
[],gemini,[],0,v1:building_042,consistent
[],openai,[],0,v1:building_043,consistent
[],claude,[],0,v1:building_043,consistent
[],gemini,[],0,v1:building_043,consistent
[],openai,[],0,v1:building_044,consistent
[],claude,[],0,v1:building_044,consistent
[],gemini,[],0,v1:building_044,consistent
[],openai,[],0,v1:building_045,consistent
[],claude,[],0,v1:building_045,consistent
[],gemini,[],0,v1:building_045,consistent
[],openai,[],0,v1:building_046,consistent
[],claude,[],0,v1:building_046,consistent
[],gemini,[],0,v1:building_046,consistent
[],openai,[],0,v1:building_047,consistent
[],claude,[],0,v1:building_047,consistent
[],gemini,[],0,v1:building_047,consistent
[],openai,[],0,v1:building_048,consistent
[],claude,[],0,v1:building_048,consistent
[],gemini,[],0,v1:building_048,consistent
[],openai,[],0,v1:building_049,consistent
[],claude,[],0,v1:building_049,consistent
[],gemini,[],0,v1:building_049,consistent
[],openai,[],0,v1:building_050,consistent
[],claude,[],0,v1:building_050,consistent
[],gemini,[],0,v1:building_050,consistent
[],openai,[],0,v1:building_051,consistent
[],claude,[],0,v1:building_051,consistent
[],gemini,[],0,v1:building_051,consistent
[],openai,[],0,v1:building_052,consistent
[],claude,[],0,v1:building_052,consistent
[],gemini,[],0,v1:building_052,consistent
[],openai,[],0,v1:building_053,consistent
[],claude,[],0,v1:building_053,consistent
[],gemini,[],0,v1:building_053,consistent
[],openai,[],0,v1:building_054,consistent
[],claude,[],0,v1:building_054,consistent
[],gemini,[],0,v1:building_054,consistent
[],openai,[],0,v1:building_055,consistent
[],claude,[],0,v1:building_055,consistent
[],gemini,[],0,v1:building_055,consistent
[],openai,[],0,v1:building_056,consistent
[],claude,[],0,v1:building_056,consistent
[],gemini,[],0,v1:building_056,consistent
[],openai,[],0,v1:building_057,consistent
[],claude,[],0,v1:building_057,consistent
[],gemini,[],0,v1:building_057,consistent
[],openai,[],0,v1:building_058,consistent
[],claude,[],0,v1:building_058,consistent
[],gemini,[],0,v1:building_058,consistent
[],openai,[],0,v1:building_059,consistent
[],claude,[],0,v1:building_059,consistent
[],gemini,[],0,v1:building_059,consistent
[],openai,[],0,v1:building_060,consistent
[],claude,[],0,v1:building_060,consistent
[],gemini,[],0,v1:building_060,consistent
[],openai,[],0,v1:building_061,consistent
[],claude,[],0,v1:building_061,consistent
[],gemini,[],0,v1:building_061,consistent
[],openai,[],0,v1:building_062,consistent
[],claude,[],0,v1:building_062,consistent
[],gemini,[],0,v1:building_062,consistent
[],openai,[],0,v1:building_063,consistent
[],claude,[],0,v1:building_063,consistent
[],gemini,[],0,v1:building_063,consistent
[],openai,[],0,v1:building_064,consistent
[],claude,[],0,v1:building_064,consistent
[],gemini,[],0,v1:building_064,consistent
[],openai,[],0,v1:building_065,consistent
[],claude,[],0,v1:building_065,consistent
[],gemini,[],0,v1:building_065,consistent
[],openai,[],0,v1:building_066,consistent
[],claude,[],0,v1:building_066,consistent
[],gemini,[],0,v1:building_066,consistent
[],openai,[],0,v1:building_067,consistent
[],claude,[],0,v1:building_067,consistent
[],gemini,[],0,v1:building_067,consistent
[],openai,[],0,v1:building_068,consistent
[],claude,[],0,v1:building_068,consistent
[],gemini,[],0,v1:building_068,consistent
[],openai,[],0,v1:building_069,consistent
[],claude,[],0,v1:building_069,consistent
[],gemini,[],0,v1:building_069,consistent
[],openai,[],0,v1:building_070,consistent
[],claude,[],0,v1:building_070,consistent
[],gemini,[],0,v1:building_070,consistent
[],openai,[],0,v1:building_071,consistent
[],claude,[],0,v1:building_071,consistent
[],gemini,[],0,v1:building_071,consistent
[],openai,[],0,v1:building_072,consistent
[],claude,[],0,v1:building_072,consistent
[],gemini,[],0,v1:building_072,consistent
[],openai,[],0,v1:building_073,consistent
[],claude,[],0,v1:building_073,consistent
[],gemini,[],0,v1:building_073,consistent
[],openai,[],0,v1:building_074,consistent
[],claude,[],0,v1:building_074,consistent
[],gemini,[],0,v1:building_074,consistent
[],openai,[],0,v1:building_075,consistent
[],claude,[],0,v1:building_075,consistent
[],gemini,[],0,v1:building_075,consistent
[],openai,[],0,v1:building_076,consistent
[],claude,[],0,v1:building_076,consistent
[],gemini,[],0,v1:building_076,consistent
[],openai,[],0,v1:building_077,consistent
[],claude,[],0,v1:building_077,consistent
[],gemini,[],0,v1:building_077,consistent
[],openai,[],0,v1:building_078,consistent
[],claude,[],0,v1:building_078,consistent
[],gemini,[],0,v1:building_078,consistent
[],openai,[],0,v1:building_079,consistent
[],claude,[],0,v1:building_079,consistent
[],gemini,[],0,v1:building_079,consistent
[],openai,[],0,v1:building_080,consistent
[],claude,[],0,v1:building_080,consistent
[],gemini,[],0,v1:building_080,consistent
[],openai,[],0,v1:building_081,consistent
[],claude,[],0,v1:building_081,consistent
[],gemini,[],0,v1:building_081,consistent
[],openai,[],0,v1:building_082,consistent
[],claude,[],0,v1:building_082,consistent
[],gemini,[],0,v1:building_082,consistent
[],openai,[],0,v1:building_083,consistent
[],claude,[],0,v1:building_083,consistent
[],gemini,[],0,v1:building_083,consistent
[],openai,[],0,v1:building_084,consistent
[],claude,[],0,v1:building_084,consistent
[],gemini,[],0,v1:building_084,consistent
[],openai,[],0,v1:building_085,consistent
[],claude,[],0,v1:building_085,consistent
[],gemini,[],0,v1:building_085,consistent
[],openai,[],0,v1:building_086,consistent
[],claude,[],0,v1:building_086,consistent
[],gemini,[],0,v1:building_086,consistent
[],openai,[],0,v1:building_087,consistent
[],claude,[],0,v1:building_087,consistent
[],gemini,[],0,v1:building_087,consistent
[],openai,[],0,v1:building_088,consistent
[],claude,[],0,v1:building_088,consistent
[],gemini,[],0,v1:building_088,consistent
[],openai,[],0,v1:building_089,consistent
[],claude,[],0,v1:building_089,consistent
[],gemini,[],0,v1:building_089,consistent
[],openai,[],0,v1:building_090,consistent
[],claude,[],0,v1:building_090,consistent
[],gemini,[],0,v1:building_090,consistent
[],openai,[],0,v1:building_091,consistent
[],claude,[],0,v1:building_091,consistent
[],gemini,[],0,v1:building_091,consistent
[],openai,[],0,v1:building_092,consistent
[],claude,[],0,v1:building_092,consistent
[],gemini,[],0,v1:building_092,consistent
[],openai,[],0,v1:building_093,consistent
[],claude,[],0,v1:building_093,consistent
[],gemini,[],0,v1:building_093,consistent
[],openai,[],0,v1:building_094,consistent
[],claude,[],0,v1:building_094,consistent
[],gemini,[],0,v1:building_094,consistent
[],openai,[],0,v1:building_095,consistent
[],claude,[],0,v1:building_095,consistent
[],gemini,[],0,v1:building_095,consistent
[],openai,[],0,v1:building_096,consistent
[],claude,[],0,v1:building_096,consistent
[],gemini,[],0,v1:building_096,consistent
[],openai,[],0,v1:building_097,consistent
[],claude,[],0,v1:building_097,consistent
[],gemini,[],0,v1:building_097,consistent
[],openai,[],0,v1:building_098,consistent
[],claude,[],0,v1:building_098,consistent
[],gemini,[],0,v1:building_098,consistent
[],openai,[],0,v1:building_099,consistent
[],claude,[],0,v1:building_099,consistent
[],gemini,[],0,v1:building_099,consistent
[],openai,[],0,v4:building_000,consistent
[],claude,[],0,v4:building_000,consistent
[],gemini,[],0,v4:building_000,consistent
[],openai,[],0,v4:building_001,consistent
[],claude,[],0,v4:building_001,consistent
[],gemini,[],0,v4:building_001,consistent
[],openai,[],0,v4:building_002,consistent
[],claude,[],0,v4:building_002,consistent
[],gemini,[],0,v4:building_002,consistent
[],openai,[],0,v4:building_003,consistent
[],claude,[],0,v4:building_003,consistent
[],gemini,[],0,v4:building_003,consistent
[],openai,[],0,v4:building_004,consistent
[],claude,[],0,v4:building_004,consistent
[],gemini,[],0,v4:building_004,consistent
[],openai,[],0,v4:building_005,consistent
[],claude,[],0,v4:building_005,consistent
[],gemini,[],0,v4:building_005,consistent
[],openai,[],0,v4:building_006,consistent
[],claude,[],0,v4:building_006,consistent
[],gemini,[],0,v4:building_006,consistent
[],openai,[],0,v4:building_007,consistent
[],claude,[],0,v4:building_007,consistent
[],gemini,[],0,v4:building_007,consistent
[],openai,[],0,v4:building_008,consistent
[],claude,[],0,v4:building_008,consistent
[],gemini,[],0,v4:building_008,consistent
[],openai,[],0,v4:building_009,consistent
[],claude,[],0,v4:building_009,consistent
[],gemini,[],0,v4:building_009,consistent
[],openai,[],0,v4:building_010,consistent
[],claude,[],0,v4:building_010,consistent
[],gemini,[],0,v4:building_010,consistent
[],openai,[],0,v4:building_011,consistent
[],claude,[],0,v4:building_011,consistent
[],gemini,[],0,v4:building_011,consistent
[],openai,[],0,v4:building_012,consistent
[],claude,[],0,v4:building_012,consistent
[],gemini,[],0,v4:building_012,consistent
[],openai,[],0,v4:building_013,consistent
[],claude,[],0,v4:building_013,consistent
[],gemini,[],0,v4:building_013,consistent
[],openai,[],0,v4:building_014,consistent
[],claude,[],0,v4:building_014,consistent
[],gemini,[],0,v4:building_014,consistent
[],openai,[],0,v4:building_015,consistent
[],claude,[],0,v4:building_015,consistent
[],gemini,[],0,v4:building_015,consistent
[],openai,[],0,v4:building_016,consistent
[],claude,[],0,v4:building_016,consistent
[],gemini,[],0,v4:building_016,consistent
[],openai,[],0,v4:building_017,consistent
[],claude,[],0,v4:building_017,consistent
[],gemini,[],0,v4:building_017,consistent
[],openai,[],0,v4:building_018,consistent
[],claude,[],0,v4:building_018,consistent
[],gemini,[],0,v4:building_018,consistent
[],openai,[],0,v4:building_019,consistent
[],claude,[],0,v4:building_019,consistent
[],gemini,[],0,v4:building_019,consistent
[],openai,[],0,v4:building_020,consistent
[],claude,[],0,v4:building_020,consistent
[],gemini,[],0,v4:building_020,consistent
[],openai,[],0,v4:building_021,consistent
[],claude,[],0,v4:building_021,consistent
[],gemini,[],0,v4:building_021,consistent
[],openai,[],0,v4:building_022,consistent
[],claude,[],0,v4:building_022,consistent
[],gemini,[],0,v4:building_022,consistent
[],openai,[],0,v4:building_023,consistent
[],claude,[],0,v4:building_023,consistent
[],gemini,[],0,v4:building_023,consistent
[],openai,[],0,v4:building_024,consistent
[],claude,[],0,v4:building_024,consistent
[],gemini,[],0,v4:building_024,consistent
[],openai,[],0,v4:building_025,consistent
[],claude,[],0,v4:building_025,consistent
[],gemini,[],0,v4:building_025,consistent
[],openai,[],0,v4:building_026,consistent
[],claude,[],0,v4:building_026,consistent
[],gemini,[],0,v4:building_026,consistent
[],openai,[],0,v4:building_027,consistent
[],claude,[],0,v4:building_027,consistent
[],gemini,[],0,v4:building_027,consistent
[],openai,[],0,v4:building_028,consistent
[],claude,[],0,v4:building_028,consistent
[],gemini,[],0,v4:building_028,consistent
[],openai,[],0,v4:building_029,consistent
[],claude,[],0,v4:building_029,consistent
[],gemini,[],0,v4:building_029,consistent
[],openai,[],0,v4:building_030,consistent
[],claude,[],0,v4:building_030,consistent
[],gemini,[],0,v4:building_030,consistent
[],openai,[],0,v4:building_031,consistent
[],claude,[],0,v4:building_031,consistent
[],gemini,[],0,v4:building_031,consistent
[],openai,[],0,v4:building_032,consistent
[],claude,[],0,v4:building_032,consistent
[],gemini,[],0,v4:building_032,consistent
[],openai,[],0,v4:building_033,consistent
[],claude,[],0,v4:building_033,consistent
[],gemini,[],0,v4:building_033,consistent
[],openai,[],0,v4:building_034,consistent
[],claude,[],0,v4:building_034,consistent
[],gemini,[],0,v4:building_034,consistent
[],openai,[],0,v4:building_035,consistent
[],claude,[],0,v4:building_035,consistent
[],gemini,[],0,v4:building_035,consistent
[],openai,[],0,v4:building_036,consistent
[],claude,[],0,v4:building_036,consistent
[],gemini,[],0,v4:building_036,consistent
[],openai,[],0,v4:building_037,consistent
[],claude,[],0,v4:building_037,consistent
[],gemini,[],0,v4:building_037,consistent
[],openai,[],0,v4:building_038,consistent
[],claude,[],0,v4:building_038,consistent
[],gemini,[],0,v4:building_038,consistent
[],openai,[],0,v4:building_039,consistent
[],claude,[],0,v4:building_039,consistent
[],gemini,[],0,v4:building_039,consistent
[],openai,[],0,v4:building_040,consistent
[],claude,[],0,v4:building_040,consistent
[],gemini,[],0,v4:building_040,consistent
[],openai,[],0,v4:building_041,consistent
[],claude,[],0,v4:building_041,consistent
[],gemini,[],0,v4:building_041,consistent
[],openai,[],0,v4:building_042,consistent
[],claude,[],0,v4:building_042,consistent
[],gemini,[],0,v4:building_042,consistent
[],openai,[],0,v4:building_043,consistent
[],claude,[],0,v4:building_043,consistent
[],gemini,[],0,v4:building_043,consistent
[],openai,[],0,v4:building_044,consistent
[],claude,[],0,v4:building_044,consistent
[],gemini,[],0,v4:building_044,consistent
[],openai,[],0,v4:building_045,consistent
[],claude,[],0,v4:building_045,consistent
[],gemini,[],0,v4:building_045,consistent
[],openai,[],0,v4:building_046,consistent
[],claude,[],0,v4:building_046,consistent
[],gemini,[],0,v4:building_046,consistent
[],openai,[],0,v4:building_047,consistent
[],claude,[],0,v4:building_047,consistent
[],gemini,[],0,v4:building_047,consistent
[],openai,[],0,v4:building_048,consistent
[],claude,[],0,v4:building_048,consistent
[],gemini,[],0,v4:building_048,consistent
[],openai,[],0,v4:building_049,consistent
[],claude,[],0,v4:building_049,consistent
[],gemini,[],0,v4:building_049,consistent
[],openai,[],0,v4:building_050,consistent
[],claude,[],0,v4:building_050,consistent
[],gemini,[],0,v4:building_050,consistent
[],openai,[],0,v4:building_051,consistent
[],claude,[],0,v4:building_051,consistent
[],gemini,[],0,v4:building_051,consistent
[],openai,[],0,v4:building_052,consistent
[],claude,[],0,v4:building_052,consistent
[],gemini,[],0,v4:building_052,consistent
[],openai,[],0,v4:building_053,consistent
[],claude,[],0,v4:building_053,consistent
[],gemini,[],0,v4:building_053,consistent
[],openai,[],0,v4:building_054,consistent
[],claude,[],0,v4:building_054,consistent
[],gemini,[],0,v4:building_054,consistent
[],openai,[],0,v4:building_055,consistent
[],claude,[],0,v4:building_055,consistent
[],gemini,[],0,v4:building_055,consistent
[],openai,[],0,v4:building_056,consistent
[],claude,[],0,v4:building_056,consistent
[],gemini,[],0,v4:building_056,consistent
[],openai,[],0,v4:building_057,consistent
[],claude,[],0,v4:building_057,consistent
[],gemini,[],0,v4:building_057,consistent
[],openai,[],0,v4:building_058,consistent
[],claude,[],0,v4:building_058,consistent
[],gemini,[],0,v4:building_058,consistent
[],openai,[],0,v4:building_059,consistent
[],claude,[],0,v4:building_059,consistent
[],gemini,[],0,v4:building_059,consistent
[],openai,[],0,v4:building_060,consistent
[],claude,[],0,v4:building_060,consistent
[],gemini,[],0,v4:building_060,consistent
[],openai,[],0,v4:building_061,consistent
[],claude,[],0,v4:building_061,consistent
[],gemini,[],0,v4:building_061,consistent
[],openai,[],0,v4:building_062,consistent
[],claude,[],0,v4:building_062,consistent
[],gemini,[],0,v4:building_062,consistent
[],openai,[],0,v4:building_063,consistent
[],claude,[],0,v4:building_063,consistent
[],gemini,[],0,v4:building_063,consistent
[],openai,[],0,v4:building_064,consistent
[],claude,[],0,v4:building_064,consistent
[],gemini,[],0,v4:building_064,consistent
[],openai,[],0,v4:building_065,consistent
[],claude,[],0,v4:building_065,consistent
[],gemini,[],0,v4:building_065,consistent
[],openai,[],0,v4:building_066,consistent
[],claude,[],0,v4:building_066,consistent
[],gemini,[],0,v4:building_066,consistent
[],openai,[],0,v4:building_067,consistent
[],claude,[],0,v4:building_067,consistent
[],gemini,[],0,v4:building_067,consistent
[],openai,[],0,v4:building_068,consistent
[],claude,[],0,v4:building_068,consistent
[],gemini,[],0,v4:building_068,consistent
[],openai,[],0,v4:building_069,consistent
[],claude,[],0,v4:building_069,consistent
[],gemini,[],0,v4:building_069,consistent
[],openai,[],0,v4:building_070,consistent
[],claude,[],0,v4:building_070,consistent
[],gemini,[],0,v4:building_070,consistent
[],openai,[],0,v4:building_071,consistent
[],claude,[],0,v4:building_071,consistent
[],gemini,[],0,v4:building_071,consistent
[],openai,[],0,v4:building_072,consistent
[],claude,[],0,v4:building_072,consistent
[],gemini,[],0,v4:building_072,consistent
[],openai,[],0,v4:building_073,consistent
[],claude,[],0,v4:building_073,consistent
[],gemini,[],0,v4:building_073,consistent
[],openai,[],0,v4:building_074,consistent
[],claude,[],0,v4:building_074,consistent
[],gemini,[],0,v4:building_074,consistent
[],openai,[],0,v4:building_075,consistent
[],claude,[],0,v4:building_075,consistent
[],gemini,[],0,v4:building_075,consistent
[],openai,[],0,v4:building_076,consistent
[],claude,[],0,v4:building_076,consistent
[],gemini,[],0,v4:building_076,consistent
[],openai,[],0,v4:building_077,consistent
[],claude,[],0,v4:building_077,consistent
[],gemini,[],0,v4:building_077,consistent
[],openai,[],0,v4:building_078,consistent
[],claude,[],0,v4:building_078,consistent
[],gemini,[],0,v4:building_078,consistent
[],openai,[],0,v4:building_079,consistent
[],claude,[],0,v4:building_079,consistent
[],gemini,[],0,v4:building_079,consistent
[],openai,[],0,v4:building_080,consistent
[],claude,[],0,v4:building_080,consistent
[],gemini,[],0,v4:building_080,consistent
[],openai,[],0,v4:building_081,consistent
[],claude,[],0,v4:building_081,consistent
[],gemini,[],0,v4:building_081,consistent
[],openai,[],0,v4:building_082,consistent
[],claude,[],0,v4:building_082,consistent
[],gemini,[],0,v4:building_082,consistent
[],openai,[],0,v4:building_083,consistent
[],claude,[],0,v4:building_083,consistent
[],gemini,[],0,v4:building_083,consistent
[],openai,[],0,v4:building_084,consistent
[],claude,[],0,v4:building_084,consistent
[],gemini,[],0,v4:building_084,consistent
[],openai,[],0,v4:building_085,consistent
[],claude,[],0,v4:building_085,consistent
[],gemini,[],0,v4:building_085,consistent
[],openai,[],0,v4:building_086,consistent
[],claude,[],0,v4:building_086,consistent
[],gemini,[],0,v4:building_086,consistent
[],openai,[],0,v4:building_087,consistent
[],claude,[],0,v4:building_087,consistent
[],gemini,[],0,v4:building_087,consistent
[],openai,[],0,v4:building_088,consistent
[],claude,[],0,v4:building_088,consistent
[],gemini,[],0,v4:building_088,consistent
[],openai,[],0,v4:building_089,consistent
[],claude,[],0,v4:building_089,consistent
[],gemini,[],0,v4:building_089,consistent
[],openai,[],0,v4:building_090,consistent
[],claude,[],0,v4:building_090,consistent
[],gemini,[],0,v4:building_090,consistent
[],openai,[],0,v4:building_091,consistent
[],claude,[],0,v4:building_091,consistent
[],gemini,[],0,v4:building_091,consistent
[],openai,[],0,v4:building_092,consistent
[],claude,[],0,v4:building_092,consistent
[],gemini,[],0,v4:building_092,consistent
[],openai,[],0,v4:building_093,consistent
[],claude,[],0,v4:building_093,consistent
[],gemini,[],0,v4:building_093,consistent
[],openai,[],0,v4:building_094,consistent
[],claude,[],0,v4:building_094,consistent
[],gemini,[],0,v4:building_094,consistent
[],openai,[],0,v4:building_095,consistent
[],claude,[],0,v4:building_095,consistent
[],gemini,[],0,v4:building_095,consistent
[],openai,[],0,v4:building_096,consistent
[],claude,[],0,v4:building_096,consistent
[],gemini,[],0,v4:building_096,consistent
[],openai,[],0,v4:building_097,consistent
[],claude,[],0,v4:building_097,consistent
[],gemini,[],0,v4:building_097,consistent
[],openai,[],0,v4:building_098,consistent
[],claude,[],0,v4:building_098,consistent
[],gemini,[],0,v4:building_098,consistent
[],openai,[],0,v4:building_099,consistent
[],claude,[],0,v4:building_099,consistent
[],gemini,[],0,v4:building_099,consistent
